gene_id	chrom	left	right
DCPS	11	126173646	126215644
DCST1	1	155006299	155021595
DCST1-AS1	1	155017666	155018594
DCST2	1	154990995	155006257
DCSTAMP	8	105351314	105360902
DCT	13	95089557	95131923
DCTD	4	183811212	183838522
DCTN1	2	74588280	74607482
DCTN1-AS1	2	74612612	74614153
DCTN2	12	57923884	57941114
DCTN3	9	34613547	34620477
DCTN4	5	150088001	150138671
DCTN5	16	23652712	23681195
DCTN6	8	30013812	30041156
DCTPP1	16	30434939	30441396
DCUN1D1	3	182655861	182698431
DCUN1D2	13	114110133	114145006
DCUN1D2-AS	13	114123215	114130450
DCUN1D3	16	20866246	20911706
DCUN1D4	4	52709165	52780460
DCUN1D5	11	102932804	102960047
DCX	X	110537006	110655306
DDAH1	1	85784163	86043933
DDAH2	6	31694814	31698394
DDB1	11	61066922	61100838
DDB2	11	47236492	47260767
DDC	7	50526133	50628751
DDC-AS1	7	50599456	50611161
DDHD1	14	53510685	53620000
DDHD2	8	38082735	38095113
DDI1	11	103907307	103909922
DDI2	1	15943994	15995539
DDIAS	11	82611016	82639931
DDIT3	12	57910370	57914275
DDIT4	10	74033677	74035794
DDIT4L	4	101107026	101111625
DDN	12	49388931	49393092
DDN-AS1	12	49392149	49412988
DDO	6	110712973	110736765
DDOST	1	20978269	20988000
DDR1	6	30844197	30856764
DDR1-AS1	6	30834758	30843695
DDR2	1	162601162	162724618
DDRGK1	20	3170995	3185331
DDT	22	24313553	24322019
DDTL	22	24309088	24314721
DDTP1	3	38556938	38557321
DDX1	2	15731301	15771235
DDX3P1	X	73340846	73351758
DDX3P2	X	73352838	73352949
DDX3P3	4	104493245	104495239
DDX3X	X	41192650	41223725
DDX3Y	Y	15016018	15030451
DDX4	5	55033844	55112605
DDX5	17	62495733	62502639
DDX6	11	118620033	118661845
DDX6P1	6	29297402	29298838
DDX10	11	108535751	108811657
DDX10P1	10	31207940	31210164
DDX10P2	9	84701069	84703683
DDX11	12	31226778	31257725
DDX11-AS1	12	31173696	31226781
DDX11L1	1	11868	14409
DDX11L2	2	114356605	114359144
DDX11L5	9	11986	14522
DDX11L8	12	92238	93430
DDX11L9	15	102516757	102519298
DDX11L10	16	61552	64093
DDX11L16	X	155255322	155257848
DDX12P	12	9570308	9600824
DDX17	22	38879444	38902342
DDX18	2	118572225	118589955
DDX18P3	6	18363647	18365654
DDX18P4	5	98015105	98017071
DDX18P5	11	130165535	130166841
DDX18P6	10	92812807	92813176
DDX19A	16	70380731	70407286
DDX19B	16	70323565	70363327
DDX20	1	112297866	112308452
DDX21	10	70715883	70744829
DDX23	12	49223546	49245946
DDX24	14	94517265	94547544
DDX25	11	125773270	125792978
DDX27	20	47835883	47860614
DDX28	16	68055178	68057770
DDX31	9	135468383	135487700
DDX39A	19	14519630	14530149
DDX39AP1	13	23278877	23280345
DDX39B	6	31497995	31510225
DDX39B-AS1	6	31510080	31510904
DDX39BP1	6	29874319	29874686
DDX39BP2	6	29960985	29961382
DDX41	5	176938577	176944470
DDX42	17	61850962	61869864
DDX43	6	74104470	74127292
DDX43P1	5	115310209	115311972
DDX43P2	7	49298088	49299442
DDX43P3	7	81240199	81240642
DDX46	5	134094468	134164729
DDX47	12	12966249	12982913
DDX49	19	19030483	19039436
DDX50	10	70661033	70706603
DDX50P1	2	32426668	32429068
DDX50P2	3	154069924	154072588
DDX53	X	23018086	23020204
DDX54	12	113594978	113623284
DDX55	12	124086623	124104263
DDX55P1	12	11665656	11667070
DDX56	7	44605015	44613601
DDX58	9	32455299	32526322
DDX59	1	200593023	200639035
DDX60	4	169137443	169239958
DDX60L	4	169277885	169301957
DEAF1	11	644232	695162
1-Dec	9	117904096	118164923
DECR1	8	91013632	91064236
DECR2	16	451825	462487
DEDD	1	161090763	161102458
DEDD2	19	42702749	42721821
DEF6	6	35265594	35289546
DEF8	16	90014332	90034468
DEFA1	8	6835170	6836156
DEFA1B	8	6854287	6856717
DEFA3	8	6873390	6875823
DEFA4	8	6793343	6795860
DEFA5	8	6912830	6914256
DEFA6	8	6782214	6783598
DEFA7P	8	6896092	6896961
DEFA8P	8	6808247	6809121
DEFA9P	8	6816810	6817683
DEFA10P	8	6825662	6826635
DEFA11P	8	6886162	6887011
DEFB1	8	6728096	6735544
DEFB4A	8	7752150	7754233
DEFB4B	8	7272381	7274385
DEFB103A	8	7738725	7740186
DEFB103B	8	7286409	7287870
DEFB104A	8	7693992	7698764
DEFB104B	8	7327829	7332604
DEFB105A	8	7679487	7681411
DEFB105B	8	7345190	7347115
DEFB106A	8	7682693	7686575
DEFB106B	8	7340025	7343922
DEFB107A	8	7669241	7673238
DEFB107B	8	7353367	7366833
DEFB108A	8	7791933	7796292
DEFB108B	11	71544245	71548608
DEFB108C	8	7230635	7235022
DEFB108D	8	11952684	11957045
DEFB108E	8	12198934	12203285
DEFB108F	4	9400929	9405291
DEFB109A	8	12250717	12257875
DEFB109B	8	7170367	7177473
DEFB109C	8	7847936	7855043
DEFB109D	8	12008403	12008643
DEFB109F	12	8352194	8359306
DEFB110	6	49976850	49989648
DEFB112	6	50011287	50016364
DEFB113	6	49936389	49937338
DEFB114	6	49927961	49931818
DEFB115	20	29845466	29847435
DEFB116	20	29891014	29896388
DEFB117	20	29948577	29948706
DEFB118	20	29956420	29961726
DEFB119	20	29964966	29978406
DEFB121	20	29992647	30000641
DEFB122	20	30009238	30016983
DEFB123	20	30028321	30038060
DEFB124	20	30053308	30060816
DEFB125	20	67890	77735
DEFB126	20	123009	126392
DEFB127	20	138110	139804
DEFB128	20	168493	170322
DEFB129	20	207898	210527
DEFB130A	8	12168470	12175825
DEFB130B	8	11921897	11929256
DEFB130C	11	71567322	71574704
DEFB130D	4	9424038	9431428
DEFB131A	4	9446259	9452240
DEFB131B	11	71589498	71595607
DEFB131C	8	11901014	11901179
DEFB131D	8	12147579	12153689
DEFB131E	8	11860908	11861591
DEFB132	20	238376	241737
DEFB133	6	49913813	49917157
DEFB134	8	11850691	11853821
DEFB135	8	11839829	11842099
DEFB136	8	11831445	11832108
DEFT1P	8	6844699	6847243
DEFT1P2	8	6863814	6864911
DEGS1	1	224363457	224380055
DEGS2	14	100612755	100626500
DEK	6	18224098	18265054
DENND1A	9	126141932	126692386
DENND1B	1	197473877	197552350
DENND1C	19	6467217	6481819
DENND2A	7	140218219	140340576
DENND2C	1	115125468	115212732
DENND2D	1	111729795	111747031
DENND3	8	142127376	142151375
DENND4B	1	153901976	153919172
DENND4C	9	19230432	19372856
DENND5A	11	9160371	9286937
DENND5B	12	31535156	31653492
DENND5B-AS1	12	31742856	31768285
DENND6A	3	57611183	57678816
DENND6A-AS1	3	57614536	57640645
DENND6B	22	50747458	50765489
DENR	12	123237320	123255611
DEPDC1	1	68939834	68962904
DEPDC1-AS1	1	68962358	69004310
DEPDC1B	5	59892738	59995988
DEPDC4	12	100597446	100660857
DEPDC5	22	32149943	32154610
DEPDC7	11	33037409	33055128
DEPTOR	8	120885956	121063152
DERA	12	16064105	16190220
DERL1	8	124025403	124054663
DERL2	17	5374570	5389537
DERL3	22	24176689	24181315
DES	2	220283098	220291461
DESI1	22	41994031	42017100
DESI2	1	244816236	244872335
DET1	15	89054789	89089876
DEUP1	11	93063136	93171634
DEXI	16	11022747	11036317
DFFA	1	10516578	10532583
DFFB	1	3773844	3777054
DFFBP1	9	32566145	32567124
DFNA5	7	24737971	24797732
DFNB59	2	179316162	179326117
DGAT1	8	145539953	145550573
DGAT2	11	75470556	75508321
DGAT2L6	X	69397332	69425395
DGAT2L7P	7	100845042	100846556
DGCR2	22	19023794	19109967
DGCR5	22	18958026	18982141
DGCR6	22	18893540	18899601
DGCR6L	22	20301798	20307603
DGCR8	22	20067754	20099398
DGCR9	22	19005346	19007761
DGCR10	22	19010568	19011063
DGCR14	22	19117791	19132197
DGKA	12	56321102	56331227
DGKB	7	14184673	14881075
DGKD	2	234263152	234380746
DGKG	3	185823456	185882756
DGKH	13	42614175	42803294
DGKI	7	137065782	137531282
DGKQ	4	952674	967344
DGKZ	11	46354454	46402104
DGKZP1	13	44542559	44545335
DGUOK	2	74153952	74186088
DGUOK-AS1	2	74174768	74208568
DHCR24	1	55315305	55352891
DHDDS	1	26758772	26797785
DHDH	19	49436938	49448226
DHFR	5	79922046	79950802
DHFR2	3	93766679	93781685
DHFRP1	18	23749723	23751313
DHFRP2	6	31334128	31334675
DHFRP3	2	83083926	83084885
DHFRP5	6	63170844	63171408
DHFRP6	6	56141326	56141594
DHH	12	49483203	49488602
DHODH	16	72042486	72058948
DHPS	19	12786530	12790334
DHRS1	14	24759803	24769039
DHRS2	14	24099323	24113752
DHRS3	1	12627938	12677737
DHRS4	14	24422794	24438483
DHRS4-AS1	14	24407939	24423406
DHRS4L1	14	24505661	24520237
DHRS4L2	14	24439147	24475608
DHRS7	14	60610837	60636574
DHRS7B	17	21026676	21086976
DHRS7C	17	9674750	9694614
DHRS9	2	169921298	169952677
DHRS12	13	52342128	52378259
DHRS13	17	27224798	27230089
DHRSX	X	2137556	2419019
DHRSX-IT1	X	2252335	2254451
DHTKD1	10	12110970	12165224
DHX9	1	182808503	182856886
DHX9P1	13	77559002	77562078
DHX15	4	24519063	24534574
DHX16	6	30620895	30640814
DHX29	5	54552072	54603550
DHX30	3	47844398	47891685
DHX32	10	127524905	127543428
DHX33	17	5344231	5372380
DHX34	19	47852537	47885961
DHX35	20	37590941	37668364
DHX36	3	153990334	154042286
DHX38	16	72127460	72146811
DHX40	17	57642885	57685706
DHX40P1	17	58053369	58079745
DHX57	2	39024870	39103049
DHX58	17	40253421	40264751
DIABLO	12	122692209	122712068
DIAPH1	5	140894582	140998622
DIAPH2	X	95939661	96724837
DIAPH2-AS1	X	96686284	96819504
DIAPH3	13	60239716	60738121
DIAPH3-AS1	13	60586884	60618491
DIAPH3-AS2	13	60718831	60727639
DICER1	14	95552564	95624347
DICER1-AS1	14	95623981	95646263
DIDO1	20	61509089	61569274
DIEXF	1	210001351	210030910
DIMT1	5	61683080	61699760
DIMT1P1	3	109420302	109421065
DIO1	1	54356911	54371833
DIO2	14	80663872	80697397
DIO2-AS1	14	80677761	80921812
DIO3	14	102027687	102029789
DIO3OS	14	102018557	102026740
DIP2A	21	47878811	47989621
DIP2A-IT1	21	47882383	47889219
DIP2B	12	50898767	51074065
DIP2C	10	320129	735606
DIRAS1	19	2714564	2721416
DIRAS2	9	93372113	93405386
DIRAS3	1	68511644	68517314
DIRC1	2	189598881	189654831
DIRC2	3	122513641	122599986
DIRC3	2	218148741	218464655
DIRC3-AS1	2	218147461	218200843
DIS3	13	73329539	73356071
DIS3L	15	66585554	66626236
DIS3L2	2	232825954	233209060
DIS3L2P1	2	233306743	233312128
DISC1	1	231762560	231859820
DISC1-IT1	1	232061579	232080979
DISC1FP1	11	89984399	90648220
DISP1	1	222988405	223168242
DISP2	15	40650435	40663257
DISP3	1	11539222	11542017
DIXDC1	11	111797867	111846719
DKC1	X	153991030	154005964
DKK1	10	54074055	54077417
DKK2	4	107842958	107957454
DKK3	11	11984652	12030917
DKK4	8	42231585	42234750
DKKL1	19	49865039	49878373
DKKL1P1	20	29861972	29862670
DLAT	11	111895537	111935114
DLC1	8	12940869	13372395
DLD	7	107531414	107561648
DLEC1	3	38080695	38139289
DLEC1P1	3	38366727	38370561
DLEU1	13	50656306	50679433
DLEU1-AS1	13	51095068	51101585
DLEU2	13	50601268	50699856
DLEU2L	1	64014587	64015405
DLEU7	13	51285143	51289619
DLEU7-AS1	13	51381991	51423190
DLG1	3	196769430	197025447
DLG1-AS1	3	197025122	197030618
DLG2	11	83166054	84634633
DLG3	X	69664710	69725337
DLG3-AS1	X	69672807	69675676
DLG4	17	7093208	7123021
DLG5	10	79550548	79686284
DLG5-AS1	10	79687129	79689582
DLGAP1	18	3496029	3874325
DLGAP1-AS1	18	3593729	3596806
DLGAP1-AS2	18	3602997	3604385
DLGAP1-AS3	18	3878179	3897069
DLGAP1-AS4	18	3962352	4013943
DLGAP1-AS5	18	4264601	4293365
DLGAP2	8	1449531	1656642
DLGAP2-AS1	8	1513674	1568701
DLGAP3	1	35331036	35370984
DLGAP4	20	34894257	35157040
DLGAP4-AS1	20	35136562	35201678
DLGAP5	14	55614829	55658262
DLGAP5P1	Y	6026842	6027306
DLK1	14	101192041	101198407
DLK2	6	43418089	43423328
DLL1	6	170591293	170599561
DLL4	15	41221537	41223088
DLST	14	75348593	75359650
DLSTP1	1	76209102	76210459
DLX1	2	172949467	172951582
DLX2	2	172964166	172967628
DLX2-AS1	2	172967733	172974710
DLX4	17	48046333	48050555
DLX5	7	96649703	96654409
DLX6	7	96634859	96640351
DLX6-AS1	7	96584452	96643377
DM1-AS	19	46271053	46275233
DMAP1	1	44679126	44686353
DMBT1	10	124320180	124403252
DMBT1P1	10	124516209	124557161
DMBX1	1	46972667	46979884
DMC1	22	38914953	38966291
DMD	X	31115793	31187673
DMD-AS3	X	32773056	32774517
DMGDH	5	78293437	78365472
DMKN	19	35988121	36004554
DMP1	4	88571458	88585513
DMPK	19	46272974	46285810
DMRT1	9	841689	894985
DMRT2	9	1050353	1057550
DMRT3	9	976963	991731
DMRTA1	9	22446839	22455739
DMRTA2	1	50883221	50889172
DMRTB1	1	53925071	53933161
DMRTC1B	X	71996832	72068636
DMTF1	7	86781676	86811480
DMTN	8	21906505	21926567
DMWD	19	46286204	46296060
DMXL1	5	118373466	118439975
DMXL2	15	51739907	51915030
DNA2	10	70173820	70231879
DNAAF1	16	84178864	84203879
DNAAF2	14	50091891	50101948
DNAAF3	19	55670030	55677215
DNAAF4	15	55702722	55790539
DNAAF4-CCPG1	15	55647445	55790558
DNAAF5	7	766337	829190
DNAH1	3	52350334	52434507
DNAH3	16	20944432	21170762
DNAH5	5	13690439	13944652
DNAH6	2	84743578	84924914
DNAH7	2	196602426	196933536
DNAH8	6	38683116	38939856
DNAH9	17	11501747	11873065
DNAH10	12	124247041	124420753
DNAH10OS	12	124410970	124419531
DNAH11	7	21582832	21941457
DNAH12	3	57327726	57386253
DNAH14	1	225083963	225586971
DNAH17	17	76419777	76468856
DNAH17-AS1	17	76480963	76486187
DNAI1	9	34457411	34488535
DNAI2	17	72270385	72311023
DNAJA1	9	33025208	33039905
DNAJA1P1	13	59325180	59326367
DNAJA1P2	2	154617962	154619159
DNAJA1P3	X	106594879	106596073
DNAJA1P4	6	114670646	114671812
DNAJA1P5	1	102358660	102359603
DNAJA1P6	22	17997707	17998061
DNAJA2	16	46989298	47007699
DNAJA3	16	4475805	4506776
DNAJA4	15	78556427	78574538
DNAJB1	19	14625581	14629232
DNAJB1P1	2	192745907	192746931
DNAJB2	2	220143988	220151622
DNAJB3	2	234651395	234652661
DNAJB4	1	78444858	78481958
DNAJB5	9	34989637	34998428
DNAJB5P1	9	79546176	79546982
DNAJB6	7	157128074	157175030
DNAJB7	22	41255552	41258130
DNAJB8	3	128181281	128185811
DNAJB8-AS1	3	128182436	128191160
DNAJB9	7	108210011	108215294
DNAJB11	3	186285191	186303589
DNAJB12	10	74092587	74114907
DNAJB13	11	73661363	73681332
DNAJB14	4	100817404	100867883
DNAJC1	10	22045465	22292654
DNAJC2	7	102952920	102985113
DNAJC3	13	96329392	96447243
DNAJC3-AS1	13	96300986	96329048
DNAJC4	11	63997749	64001753
DNAJC5	20	62526517	62562472
DNAJC5B	8	66933794	67012751
DNAJC5G	2	27498288	27504298
DNAJC6	1	65713901	65831877
DNAJC7	17	40128450	40169671
DNAJC8	1	28525966	28531861
DNAJC8P1	14	35899465	35899837
DNAJC9	10	74943119	75005739
DNAJC9-AS1	10	75007117	75036742
DNAJC10	2	183580998	183659191
DNAJC11	1	6694227	6741097
DNAJC12	10	69556426	69597922
DNAJC13	3	132136369	132257876
DNAJC14	12	56214743	56223420
DNAJC15	13	43597338	43683045
DNAJC16	1	15853307	15902587
DNAJC17	15	41060066	41099675
DNAJC18	5	138744278	138749928
DNAJC19	3	180701496	180707561
DNAJC19P1	10	69593520	69593839
DNAJC19P2	19	42111695	42112026
DNAJC19P3	19	42144936	42145267
DNAJC19P4	3	3026914	3027259
DNAJC19P5	2	178093918	178094234
DNAJC19P6	6	90507316	90507596
DNAJC19P7	1	52717733	52718445
DNAJC19P8	1	245446132	245446391
DNAJC19P9	14	45759238	45759589
DNAJC21	5	34929697	34959068
DNAJC22	12	49740699	49745958
DNAJC24	11	31391386	31453396
DNAJC25	9	114393631	114416631
DNAJC25-GNG10	9	114393665	114432509
DNAJC27	2	25166504	25194963
DNAJC27-AS1	2	25194258	25195691
DNAJC28	21	34860496	34864027
DNAJC30	7	73095298	73097783
DNAL1	14	74111577	74156196
DNAL4	22	39174512	39190178
DNALI1	1	38022519	38032458
DNASE1	16	3661728	3708096
DNASE1L1	X	153629578	153640427
DNASE1L3	3	58177983	58196696
DNASE2	19	12986024	12992282
DNASE2B	1	84864214	84880701
DND1	5	140050378	140053171
DNER	2	230222344	230579274
DNHD1	11	6518489	6525430
DNLZ	9	139253931	139258171
DNM1	9	130965657	131017527
DNM1L	12	32832133	32898486
DNM1P17	10	30642634	30646294
DNM1P24	Y	26325462	26329652
DNM1P28	15	30391028	30394296
DNM1P30	15	30443074	30445612
DNM1P31	15	32677137	32679685
DNM1P32	15	32728703	32731968
DNM1P33	15	74355120	74356126
DNM1P34	15	75592293	75595306
DNM1P35	15	76020010	76030964
DNM1P38	15	83200403	83202890
DNM1P46	15	100330360	100347132
DNM1P47	15	102291234	102313675
DNM1P48	Y	27632786	27633469
DNM1P49	15	76083810	76085024
DNM1P50	15	30860024	30863292
DNM1P51	15	84953013	84966399
DNM2	19	10828754	10942579
DNM3	1	171810620	172381856
DNM3-IT1	1	171833326	171833827
DNM3OS	1	172109460	172113934
DNMBP	10	101635333	101690753
DNMBP-AS1	10	101686766	101689595
DNMT3A	2	25455844	25475180
DNMT3B	20	31350190	31397162
DNMT3L	21	45666221	45682099
DNPEP	2	220238267	220252737
DNPH1	6	43193366	43197222
DNTT	10	98064084	98098300
DNTTIP1	20	44420575	44440066
DNTTIP2	1	94333372	94344762
DOC2A	16	30016829	30022401
DOC2B	17	5809	31427
DOC2GP	11	67380123	67381055
DOCK1	10	128593977	129250781
DOCK2	5	169064250	169510386
DOCK3	3	50712671	51421629
DOCK4	7	111366165	111517184
DOCK4-AS1	7	111448571	111461829
DOCK5	8	25042237	25128737
DOCK6	19	11309970	11373128
DOCK7	1	62920398	63153969
DOCK8	9	214853	286636
DOCK9	13	99445740	99484047
DOCK9-AS1	13	99484337	99486883
DOCK9-AS2	13	99740072	99740879
DOCK10	2	225629806	225907159
DOCK11	X	117629860	117820126
DOCK11P1	14	45329518	45335450
DOK1	2	74776152	74784663
DOK2	8	21766383	21771371
DOK3	5	176928907	176937386
DOK4	16	57505862	57513717
DOK5	20	53092135	53267710
DOK6	18	67068290	67516323
DOK7	4	3465032	3502552
DOLK	9	131707808	131709898
DOLPP1	9	131843378	131852714
DONSON	21	34931847	34950669
DOPEY1	6	83777384	83878127
DOPEY2	21	37529079	37572743
DOT1L	19	2164147	2232577
DPAGT1	11	118967212	118979041
DPCD	10	103330316	103356408
DPCR1	6	30908748	30921998
DPEP1	16	89679715	89704838
DPEP2	16	68021296	68033356
DPEP3	16	68009565	68014732
DPF1	19	38701645	38714890
DPF2	11	65101224	65120720
DPF3	14	73086003	73360796
DPH1	17	1933403	1946724
DPH2	1	44435671	44437198
DPH3	3	16299484	16306479
DPH3P1	20	61476489	61477543
DPH3P2	X	155105298	155105548
DPH5	1	101455178	101491318
DPH6	15	35509545	35703052
DPH6-AS1	15	35838395	36151202
DPH7	9	140449355	140473340
DPM1	20	49551403	49575092
DPM2	9	130697377	130700763
DPM3	1	155112366	155113071
DPP3	11	66247483	66277128
DPP3P1	4	65296626	65298933
DPP3P2	9	76089293	76090989
DPP4	2	162848750	162931052
DPP6	7	153584181	154685995
DPP7	9	140004993	140009170
DPP8	15	65734800	65809611
DPP9	19	4675235	4714318
DPP9-AS1	19	4679293	4685960
DPP10	2	115199875	116603328
DPP10-AS1	2	115888511	115918768
DPP10-AS2	2	115591406	115593165
DPP10-AS3	2	115586008	115591125
DPPA2	3	109012634	109035364
DPPA2P1	Y	15342764	15343320
DPPA2P2	1	26845844	26846741
DPPA2P3	3	193711119	193711774
DPPA2P4	16	56720762	56721964
DPPA3	12	7864049	7870155
DPPA3P1	X	103216381	103216864
DPPA3P2	14	36840369	36841574
DPPA3P3	13	81689000	81689430
DPPA4	3	109044987	109056419
DPPA5	6	74062784	74064018
DPPA5P1	19	52929115	52929455
DPPA5P2	15	45858973	45859272
DPPA5P4	14	75758808	75761016
DPRX	19	54135309	54140263
DPRXP1	2	187353350	187353810
DPRXP5	21	38315566	38316425
DPT	1	168664696	168698502
DPY19L1	7	34968487	35077653
DPY19L1P1	7	32620560	32801399
DPY19L1P2	7	32852368	32878182
DPY19L2	12	63952692	64062357
DPY19L2P1	7	35119600	35201687
DPY19L2P2	7	102815579	102920725
DPY19L2P3	7	29689842	29782210
DPY19L2P4	7	89748713	89754914
DPY19L2P5	10	81742665	81742996
DPY19L3	19	32896448	32904093
DPY19L4	8	95731930	95752007
DPY30	2	32092877	32248826
DPYD	1	97543298	98386579
DPYD-AS1	1	97561478	97788511
DPYD-AS2	1	98262476	98263424
DPYD-IT1	1	97859709	97885697
DPYS	8	105342551	105431140
DPYSL2	8	26371790	26515689
DPYSL3	5	146770373	146833522
DPYSL4	10	134000403	134019266
DPYSL5	2	27070614	27150196
DQX1	2	74745257	74753463
DR1	1	93811444	93835055
DRAIC	15	69755364	69857576
DRAM1	12	102271128	102317401
DRAM2	1	111659954	111682825
DRAP1	11	65686727	65689032
DRAXIN	1	11751785	11785914
DRAXINP1	X	8751554	8752502
DRC1	2	26624783	26679579
DRC3	17	17876126	17911141
DRC7	16	57728704	57732840
DRD1	5	174867041	174871211
DRD2	11	113280317	113346001
DRD3	3	113847498	113918254
DRD4	11	637292	640706
DRD5	4	9783257	9785632
DRD5P1	2	91872472	91873910
DRD5P2	1	148900614	148903715
DRG1	22	31795508	31830438
DRG2	17	17991199	18011285
DRGX	10	50572236	50603497
DRICH1	22	23950638	23974508
DROSHA	5	31400603	31532168
DRP2	X	100474757	100519486
DSC1	18	28709198	28742819
DSC2	18	28645939	28681967
DSC3	18	28569973	28622707
DSCAM	21	41382925	42219065
DSCAM-AS1	21	41755009	41757285
DSCAM-IT1	21	41987303	42002693
DSCAML1	11	117298488	117667976
DSCAS	18	28681550	28742752
DSCC1	8	120846215	120868250
DSCR3	21	38595720	38640220
DSCR4	21	39323727	39493433
DSCR4-IT1	21	39378845	39382920
DSCR8	21	39493544	39528605
DSCR9	21	38580803	38594037
DSCR10	21	39578249	39580738
DSE	6	116575335	116747752
DSEL	18	65173818	65184217
DSG1	18	28898051	28936992
DSG1-AS1	18	28923330	29006890
DSG2-AS1	18	29122108	29136874
DSG3	18	29027757	29058665
DSG4	18	28956739	28993879
DSN1	20	35380193	35402154
DSP	6	7541807	7586950
DSPP	4	88529680	88538025
DST	6	56322784	56507794
DSTN	20	17550507	17590564
DSTNP1	21	48073469	48073934
DSTNP2	12	6993845	6994950
DSTNP4	3	39255683	39256163
DSTNP5	2	205171564	205172087
DSTYK	1	205111631	205180727
DTD1	20	18568536	18744561
DTD2	14	31915241	31926716
DTHD1	4	36283243	36346407
DTL	1	212208918	212278348
DTNA	18	32073253	32471808
DTNB	2	25600066	25873093
DTNBP1	6	15523031	15663273
DTWD1	15	49913176	49936246
DTWD2	5	118173016	118323915
DTX1	12	113494513	113495957
DTX2	7	76090992	76110021
DTX2P1	7	76607933	76633625
DTX2P1-UPK3BP1-PMS2P11	7	76610265	76653078
DTX3	12	57998404	58003583
DTX3L	3	122283084	122294050
DTX4	11	58938902	58972382
DTYMK	2	242615156	242626406
DUBR	3	106959538	107045811
DUOX1	15	45422130	45457774
DUOX2	15	45384847	45406542
DUOXA1	15	45409568	45422057
DUOXA2	15	45406518	45410619
DUPD1	10	76797593	76818272
DUS1L	17	80015381	80023515
DUS2	16	68021648	68088479
DUS3L	19	5784842	5785766
DUS4L	7	107203928	107207633
DUSP1	5	172195092	172198198
DUSP2	2	96808904	96811179
DUSP3	17	41843488	41856356
DUSP4	8	29190580	29208185
DUSP5	10	112257595	112271302
DUSP5P1	1	228744884	228788150
DUSP5P2	3	9642431	9644412
DUSP6	12	89741008	89747048
DUSP7	3	52082934	52090566
DUSP8	11	1575273	1593150
DUSP8P3	10	46773446	46775206
DUSP8P4	10	47254246	47256007
DUSP8P5	10	75491581	75493396
DUSP9	X	152907945	152913467
DUSP10	1	221874765	221910802
DUSP11	2	73989310	74007284
DUSP12	1	161719547	161727028
DUSP13	10	76854191	76868979
DUSP15	20	30435439	30458467
DUSP16	12	12628828	12715317
DUSP18	22	31048037	31063847
DUSP19	2	183943286	183960627
DUSP21	X	44703248	44704130
DUSP22	6	291629	348194
DUSP23	1	159750721	159752333
DUSP26	8	33448855	33457624
DUSP27	1	167063281	167098366
DUSP28	2	241499470	241503431
DUT	15	48623207	48633692
DUTP1	3	125029724	125030194
DUTP2	8	124364420	124364883
DUTP3	7	146843433	146843848
DUTP4	X	148898831	148899306
DUTP5	6	86136374	86136843
DUTP6	1	166837984	166838446
DUTP7	4	52731215	52731701
DUTP8	4	98969705	98970194
DUX4L4	4	191001978	191003583
